server_id,server_latitude,server_longitude,stake_weight,uuid,distance_km
2,43.6481,-79.4042,138407141605567,NodeID-HvxZoKdC58RkD4ZVTYwjVZ3TsiQoTESEP,6.493198548964954
4,48.8742,2.347,5285505295826324,"NodeID-4teb2JJaaGsiLTK4qHQTpGMfy7zZdU1AC,NodeID-36Vywf4J2tu9gA8xJCxZjwi2JABWSF7qo,NodeID-EvZXX2K2eVEV7n6Y8cnmeSRgj4JhkCVad",124.07813821020294
6,35.6833,139.7667,7017031957012271,"NodeID-FKGhEFYnHUdFadoR2ePvdTTM5Sz8tgjHp,NodeID-3KX9tgCEQcTHbC8W9yY4zY32Cj3ET9MNQ,NodeID-9mtTuxamXQyiePCNyheFEyjr4cAQo4Wbg",44.30071483237541
10,59.32,18.09,2155740604031700,NodeID-ELjBQTBvaEAMk7Qx7qJNJsEh2DYC4nxUn,1.6022318698329547
11,51.5171,-0.1062,3101360783003093,"NodeID-A8X5CqiZhsqSEGNUNqZifHqskMvSUJBG,NodeID-tHkVEqdhWPdX2vJGbqDWebw2VPrho4Aq,NodeID-3HvUXQy1siDNUBGWMYxwMfjufh8mxLtQY",17.02400265343546
15,25.765,-80.2,114922343896998,NodeID-FHGwnPLGdU3FBzbwnhayx1sDjxiiyb9sD,95.42875387803335
16,38.9694,-77.3864,30282622213038277,"NodeID-NZEnXQpa55wAhwpcUZFgSAREXW1FLdkzQ,NodeID-3oaegcGaKyncpiWQCzEVd7vN1Vcsue3Wc,NodeID-HM1vYJWnjWhJkJi8dErcu4p5UDxwUKbp9,NodeID-JDYxVGLrUb8SHwuu5jZBXNC9rqYWd29PG",110.50694538823184
18,33.7489,-84.3881,103539530045367,NodeID-AcVHs6PgeipByAajqn3h7PHDk9cZXDZ2K,0.014452628196257516
19,53.3478,-6.2597,14583774770269434,NodeID-GR11oP3kLHf82Xbi3H2kewqoM7ydHF5ES,4.673933039525031
20,48.2088,16.3726,7747369880084,NodeID-AQT1i38PMJQxRqjpwrQ98QESW3EJzG3p7,12.720164908852146
23,37.3542,-121.9542,891058082613186,"NodeID-8TArWpFgH3sazEH8qP4gUjtGtFMvjw1aR,NodeID-56PBmfRBSmT2sYsPLiBPKVq2fQUVGEg9g,NodeID-A49YH2FmGteFpSV46b9WDxZWDEebAnH4q",5.496625874235276
24,47.6097,-122.3331,1621374770000401,NodeID-9NEeo3Ayq5qGodBbMZ1gdCQ4bmGH59BBo,0.3963368177760459
27,45.464,9.1916,3000000000000000,NodeID-3Kw1H4pXQpmik4wfkjeMxdhrUxAkdq753,0.16758636598627116
28,46.0556,14.5083,3586819305899,NodeID-DY2Tk5ZqUir1NpSiTwXVGdETCGGEV8wHe,82.84470401040349
29,50.1167,8.6833,14800779245172568,NodeID-NJaSwZPtuiN9TxaFLVF2sk3eNNHGm2UC9,4.133516846619377
31,1.3667,103.75,7848313892424805,"NodeID-Mss1z2VZYsNSa4LyqD99vXeNd8h3hUMDA,NodeID-7843EeyboY1mZSmdzjqdJodxHycNn7Kv2",26.461553079564446
32,52.23,21.0108,11990408989870,NodeID-6na5rkzi37wtt5piHV62y11XYfN2kTsTH,2.8343230822166507
35,47.369,8.538,152434197683868,"NodeID-33miCHPn9eN8H9Yi4bCzEaL9Sc5BLeKMg,NodeID-PqL7ZLMh4fFQNxKrKt9uWuZKa3UGsdcdQ,NodeID-FSqzWFLa9mvCV5WHBraVNUekg621YyMTE",20.790579826753337
37,34.0522,-118.2428,289187880685604,NodeID-6xjnXHhLrLDafewh5t69uRqtHea75RSGv,0.08309541353713554
42,-33.9767,18.4244,3439845493773986,NodeID-DAtCoXfLT6Y83dgJ7FmQg8eR53hz37J79,5.646994210759513
45,60.21,24.66,5043391254223500,NodeID-9YiwE69B2wcvXtEW986YcgQxGg9ctzmKZ,15.931593431075441
47,47.5,19.05,6669100000000,NodeID-BU3rNw3cZbX2Aw1CHwnupAh82jxgrtEmC,0.7448628823928463
52,45.5081,-73.555,7648023217242918,"NodeID-PY5kT7pHUEZPmh2QK5k6w3H6pKhFGUfq1,NodeID-N8tijV4qwWMep4STmLzWJEkqbg6bSdCmn,NodeID-E8CBDCxz5E7T2yVUeKEzR3VuJytqobJa9,NodeID-zbFM8qH7MnQ8uo6rm4tZaq6vhbF4cpgt",30.26464749866861
53,49.2505,-123.1119,8965079696538,NodeID-4WGNJ4vv6bH3FLCJgovqn3D7RCJ8rKBDR,0.5460520874238968
54,50.69,3.1817,926348993504029,"NodeID-4ETxBbffoA8cU54eMDVwQM5Ue6FEYu4s5,NodeID-BNErXKhvFS9jsYTmr8KkaX13FZdTST1t3,NodeID-2xWeMjBPrnJejBo1vFiyNZzy2FcquZnae",54.30178305959539
57,-6.1333,106.75,5400000000000000,NodeID-4CL8XnuYqfVVLxRre5C5A1dpRv3cZN2Zs,13.84265792235478
63,34.0442,-5.0019,53883424182134,NodeID-8WvUBZyrk6XyF7pvcg3NJZk8jtJGi1W9G,301.5601430936596
66,41.0128,28.9744,1931885589000376,"NodeID-GMoxCucPFt2LPSpTh5hPbDPAp71fiV648,NodeID-BjbQ5CSfFif4Xt8VCL9iTf7g3gyfg7NC1",2.0806870770859356
67,44.4167,26.1,2015041480626,NodeID-2jz2UxTN4JBu5qxWi4gwtqyQPLizj6Xka,1.8046160788630823
68,39.9522,-75.1642,1213874557168499,"NodeID-KK6ifknXca7VGbqB3d5ccUzKta1zJiVM7,NodeID-AyLHcoNRCCvEBe5zMH2J4xvDVhZqjMB4k,NodeID-4eaj7e8pXaR1TSuCF5n7tKDCHPPemZGky,NodeID-E5zrTRxiesQtX5fmu3uP6uWS6FyTW4ziH",39.847578058086896
69,43.2167,27.9167,4697336680913,NodeID-6UMb71Emubx62ZEsNBPhhuEzZdqgGpKZY,87.04829619763515
71,39.7392,-104.9842,2025000000000,NodeID-P2Jp7sd5mv4ZGBqThYfjHkz1EyJUXoMcE,13.845247161925872
72,22.3,114.1667,1973971160660952,NodeID-QKGoUvqcgormCoMj6yPw9isY7DX9H4mdd,2.540420741745831
77,53.48,-2.24,2431206497276,NodeID-MvfTRb81PAx9AHYxbz5xACaoG84PM7YQe,73.729778866582
80,39.9611,-82.9989,12387733623058154,NodeID-M96ypSznK7ECF4EGd5KfxcxCiboyAZnAQ,0.01401031719595754
82,45.5236,-122.675,3908003396432585,"NodeID-Mm8qGQPb5tHF96ENH1MuYsYwhA5Nj2DHj,NodeID-GjhswJNtzhnY7WhsCnCQ6qttN1RFjzubp,NodeID-LMaV6Nzx3kncqBXSvwApabEvjcrpWc7uY",121.07204527761893
86,40.75,-111.8833,20839587575651,"NodeID-HkpgaE4YB9Z7KmueQ2mz2cZFyfttvo6GP,NodeID-Fk1hBt9ZyaKiTPjq7MLyvL7Kgd2YMH4ie",145.16265810228674
90,38.63,-90.2,37168223696011,NodeID-NTvJb2gZdvYU2kaMUrMbtu79KUMgyJNPW,0.35110168072327685
91,52.4081,-1.5106,49145090056310,"NodeID-PvZnYX1Nz8jp1GjQFixs1TAX9C9QXwrwL,NodeID-BvpPGydG4inQCbkwRZ3nPMp1zAGToUTxz",18.260576600780663
94,40.4,-3.6833,5432242536352,NodeID-KRhtytNVPjiSeZMJrqqE1vdHTCoMTHCer,2.4578051049512246
97,27.9472,-82.4586,2619999000000,NodeID-PE1w1JuaNXay8NQzvkYuMZ2ZfygP6wQhy,30.110169705988213
107,-33.8683,151.2086,6744346276301578,"NodeID-5mmVqScHrzTiSa2WVjo99g2yzL83EBS6W,NodeID-AUeAjRR7q12Pps6Qckyy1PUzFwP34pFij",15.33948092132818
111,18.5236,73.8478,2523084433896262,NodeID-6ghBh6yof5ouMCya2n9fHzhpWouiZFVVj,118.52591816835712
113,37.5665,126.978,5705423704435391,"NodeID-C9Bcji6rXUp22qyWhvYKm4v45hJAkzvpU,NodeID-AmFfzQQtUYm1RNuhkQuoG6hzaXpYYbYtE",13.549215215928886
116,24.6333,46.7167,6000000000000000,NodeID-EmRTfxEKTLpzTyWJmYTXVxyGr79bsv4Bp,413.0267561468795
119,34.6939,135.5022,3213819050521901,NodeID-GuWMRuFkQPvPjdnuegSQYDmTMbj3UtPBm,0.10139823107897877
125,-23.55,-46.6333,1092133946049780,NodeID-3yiw3g5Rer7repmzoJaATJpkf7GnWD5j9,0.39798874586455363
126,55.9333,23.3167,8000000000000,NodeID-WRz6mTt6LCdSSvuHdqsrBYxi4hdfecTW,0.0
133,24.95,55.3333,6599690919601,NodeID-M9Q4Fc2StCtFCofjppsy6DC7JDGmtRfUA,14.297072013612892
150,45.8167,15.9833,6397634735708,NodeID-7EEYbCpedmA4bgHnnvhx4zXgMUpKe5Gkd,60.754015817042905
153,51.2333,6.7833,2150902679913086,"NodeID-KVB8F5Gy8adXA2zCg3i3m3qJ23NoCDDiA,NodeID-NTTNYBYdkf3n5U4zrZknt1nst9rHzpuCj,NodeID-LKPvVELtRehiZPQo3aSWuch123JpA7H48",18.371290334988693
157,50.7951,-1.1242,9600062071543,NodeID-Btr5hkRibMyYztC9jQg5T3fpKNeYf3Qdq,2.359789556535803
158,49.45,11.0833,967240661397691,NodeID-Bw6s9DYKi2V9jRqNmaheGGg2Wz2Dv7DQo,4.4613222442231235
170,54.6833,25.2833,905863082271158,"NodeID-4cJyBoufFfiMShtRhcd6WGTYdvUCE3Ai4,NodeID-95rcDYyjGNKckKCF8PKuTyEV1wxkQvP3n",46.183392560628285
185,48.5734,7.7521,121528543567296,NodeID-4bKCgF7VcG9ZtcfMwAVFfBJoh2xDgvz1j,1.2651053844273061
192,34.6667,33.0333,6971288377324,NodeID-KZiZi4sS44KZjmGtkeF6r1vs2MNN7p2kZ,326.33870569253406
196,52.5167,5.7167,2206898815965485,"NodeID-4MqtiVkCYGD4TmoBhH3b6a6UTGNrPhvvW,NodeID-Ges52zCMZimxqri3ia1J32mUAKyUsvcpV,NodeID-KtKf9AuKyBvofsQE7Jn4eAzAndKHu1f4M",35.496676184906725
210,48.1333,11.5667,9876922286244,NodeID-4SvFyvJPHPYvkMnJqBaNcwr5yuU8sCsem,0.7980226308935313
230,39.7684,-86.1581,2000000000000,NodeID-93bNuNqHUpmiZiT9bvcm4YdRU6ADQnESy,23.567783876957666
232,10.8231,106.6297,10655968952747,NodeID-Gey3HmUZyAXuvawThT1McvEjrofAwrGi6,0.015554176702992147
239,32.0835,-81.0998,2556518497063,NodeID-KhvVVixdSrBD6u9q25YYNbayxBnNsw9h,136.00320637958987
245,41.7141,44.8271,2164913007019,NodeID-JxxUAnbxUYQXzTQ8eNeE4jWQt9fTzWd8o,2.288268995426179
259,40.8258,-96.6852,1188597585945628,NodeID-J7n7bUvog8Zdgj4bCNxRzjzrSKAirk7vi,84.55782140731509
264,50.475,12.365,6861896289195978,"NodeID-Chy78FPagNNU7oAj1QWzrdPFjJgZP3Scu,NodeID-xuMEd2su4X2CGiom6AmGcMSxL2H8amTf",119.91774490799872
